"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-11-04","NORTH",4,3,16,4,3,0,0
"2021-11-05","NORTH",5,2,15,5,2,0,0
"2021-11-06","NORTH",5,2,18,5,2,0,0
"2021-11-07","NORTH",6,3,31,6,3,0,0
"2021-11-08","NORTH",5,3,24,5,3,0,0
"2021-11-09","NORTH",5,3,34,5,3,0,0
"2021-11-10","NORTH",3,2,32,3,2,0,0
"2021-11-11","NORTH",3,2,34,3,2,0,0
"2021-11-12","NORTH",3,3,33,3,3,0,0
"2021-11-13","NORTH",5,4,37,5,4,0,0
"2021-11-14","NORTH",6,5,39,6,5,0,0
"2021-11-15","NORTH",6,4,40,6,4,0,0
"2021-11-16","NORTH",6,4,37,6,4,0,0
"2021-11-17","NORTH",7,4,34,8,4,1,0
"2021-11-18","NORTH",8,6,35,8,6,0,0
"2021-11-19","NORTH",8,6,33,8,6,0,0
"2021-11-20","NORTH",7,6,36,7,6,0,0
"2021-11-21","NORTH",8,7,38,8,7,0,0
"2021-11-22","NORTH",9,8,37,9,8,0,0
"2021-11-23","NORTH",13,8,37,13,8,0,0
"2021-11-24","NORTH",13,8,37,13,8,0,0
"2021-11-25","NORTH",12,8,38,12,8,0,0
"2021-11-26","NORTH",12,9,36,12,9,0,0
"2021-11-27","NORTH",13,8,38,13,8,0,0
"2021-11-28","NORTH",13,10,44,13,10,0,0
"2021-11-29","NORTH",14,11,37,14,11,0,0
"2021-11-30","NORTH",15,11,39,15,11,0,0
"2021-12-01","NORTH",15,10,39,15,10,0,0
"2021-12-02","NORTH",14,10,36,15,11,1,1
"2021-12-03","NORTH",16,10,37,17,11,1,1
"2021-12-04","NORTH",17,13,40,18,14,1,1
"2021-12-05","NORTH",19,12,42,20,13,1,1
"2021-12-06","NORTH",14,9,36,15,10,1,1
"2021-12-07","NORTH",12,9,35,13,10,1,1
"2021-12-08","NORTH",14,9,34,15,10,1,1
"2021-12-09","NORTH",13,9,34,14,10,1,1
"2021-12-10","NORTH",10,8,27,11,9,1,1
"2021-12-11","NORTH",10,8,27,11,9,1,1
"2021-12-12","NORTH",13,10,38,13,10,0,0
"2021-12-13","NORTH",14,9,32,15,9,1,0
"2021-12-14","NORTH",12,8,29,13,8,1,0
"2021-12-15","NORTH",13,7,27,14,7,1,0
"2021-12-16","NORTH",12,7,30,13,7,1,0
"2021-12-17","NORTH",12,6,31,12,6,0,0
"2021-12-18","NORTH",10,6,31,10,6,0,0
"2021-12-19","NORTH",10,5,31,10,5,0,0
"2021-12-20","NORTH",11,5,30,11,5,0,0
"2021-12-21","NORTH",10,4,34,10,4,0,0
"2021-12-22","NORTH",11,6,24,11,6,0,0
"2021-12-23","NORTH",11,6,28,11,6,0,0
"2021-12-24","NORTH",10,5,24,10,5,0,0
"2021-12-25","NORTH",9,5,30,9,5,0,0
"2021-12-26","NORTH",9,6,31,9,6,0,0
"2021-12-27","NORTH",9,5,31,9,5,0,0
"2021-12-28","NORTH",8,6,32,8,6,0,0
"2021-12-29","NORTH",8,4,38,8,4,0,0
"2021-12-30","NORTH",10,4,36,10,4,0,0
"2021-12-31","NORTH",11,4,44,11,4,0,0
"2022-01-01","NORTH",15,6,52,15,6,0,0
"2022-01-02","NORTH",16,6,62,16,6,0,0
"2022-01-03","NORTH",12,5,61,12,5,0,0
"2022-01-04","NORTH",11,6,56,11,6,0,0
"2022-01-05","NORTH",12,7,64,12,7,0,0
"2022-01-06","NORTH",11,7,60,11,7,0,0
"2022-01-07","NORTH",10,8,82,10,8,0,0
"2022-01-08","NORTH",13,8,97,13,8,0,0
"2022-01-09","NORTH",15,9,110,15,9,0,0
"2022-01-10","NORTH",15,8,115,15,8,0,0
"2022-01-11","NORTH",15,7,101,15,7,0,0
"2022-01-12","NORTH",21,7,122,21,7,0,0
"2022-01-13","NORTH",27,11,137,27,11,0,0
"2022-01-14","NORTH",27,13,129,27,13,0,0
"2022-01-15","NORTH",29,13,138,29,13,0,0
"2022-01-16","NORTH",29,13,148,29,13,0,0
"2022-01-17","NORTH",27,11,130,27,11,0,0
"2022-01-18","NORTH",27,11,136,27,11,0,0
"2022-01-19","NORTH",34,14,148,34,14,0,0
"2022-01-20","NORTH",33,15,154,33,15,0,0
"2022-01-21","NORTH",30,14,173,31,14,1,0
"2022-01-22","NORTH",27,12,180,28,12,1,0
"2022-01-23","NORTH",32,15,183,34,15,2,0
"2022-01-24","NORTH",34,16,182,36,16,2,0
"2022-01-25","NORTH",31,12,186,33,12,2,0
"2022-01-26","NORTH",32,14,181,34,14,2,0
"2022-01-27","NORTH",33,14,193,34,14,1,0
"2022-01-28","NORTH",33,14,192,34,14,1,0
"2022-01-29","NORTH",32,15,190,32,15,0,0
"2022-01-30","NORTH",32,16,201,33,16,1,0
"2022-01-31","NORTH",31,16,204,32,17,1,1
"2022-02-01","NORTH",31,15,206,32,15,1,0
"2022-02-02","NORTH",31,12,207,32,12,1,0
"2022-02-03","NORTH",29,13,183,29,13,0,0
"2022-02-04","NORTH",36,13,182,36,13,0,0
"2022-02-05","NORTH",33,11,189,34,11,1,0
"2022-02-06","NORTH",30,11,185,32,13,2,2
"2022-02-07","NORTH",30,12,183,33,14,3,2
"2022-02-08","NORTH",29,12,172,31,14,2,2
"2022-02-09","NORTH",28,11,173,30,13,2,2
"2022-02-10","NORTH",27,10,171,29,12,2,2
"2022-02-11","NORTH",27,10,158,29,12,2,2
"2022-02-12","NORTH",25,9,165,27,11,2,2
"2022-02-13","NORTH",23,10,155,25,11,2,1
"2022-02-14","NORTH",22,9,152,24,10,2,1
"2022-02-15","NORTH",21,10,145,23,11,2,1
"2022-02-16","NORTH",23,11,137,25,12,2,1
"2022-02-17","NORTH",23,13,127,24,14,1,1
"2022-02-18","NORTH",22,14,129,24,15,2,1
"2022-02-19","NORTH",25,13,132,27,14,2,1
"2022-02-20","NORTH",23,15,138,24,16,1,1
"2022-02-21","NORTH",26,15,132,27,16,1,1
"2022-02-22","NORTH",25,14,139,26,15,1,1
"2022-02-23","NORTH",22,14,137,23,15,1,1
"2022-02-24","NORTH",21,15,150,22,16,1,1
"2022-02-25","NORTH",20,13,146,21,14,1,1
"2022-02-26","NORTH",22,17,160,23,18,1,1
"2022-02-27","NORTH",23,17,156,23,17,0,0
"2022-02-28","NORTH",21,15,138,22,15,1,0
"2022-03-01","NORTH",20,16,137,20,16,0,0
"2022-03-02","NORTH",22,16,137,22,16,0,0
"2022-03-03","NORTH",23,17,123,24,17,1,0
"2022-03-04","NORTH",22,12,138,23,12,1,0
"2022-03-05","NORTH",18,9,135,20,9,2,0
"2022-03-06","NORTH",18,9,141,20,9,2,0
"2022-03-07","NORTH",18,10,128,19,10,1,0
"2022-03-08","NORTH",21,9,131,22,9,1,0
"2022-03-09","NORTH",22,8,127,24,8,2,0
"2022-03-10","NORTH",22,10,134,24,10,2,0
"2022-03-11","NORTH",21,12,132,23,12,2,0
"2022-03-12","NORTH",19,10,124,21,10,2,0
"2022-03-13","NORTH",21,10,124,23,10,2,0
"2022-03-14","NORTH",20,9,118,22,9,2,0
"2022-03-15","NORTH",19,9,117,21,9,2,0
"2022-03-16","NORTH",19,8,121,20,8,1,0
"2022-03-17","NORTH",16,5,104,16,5,0,0
"2022-03-18","NORTH",16,4,94,17,5,1,1
"2022-03-19","NORTH",17,3,103,18,4,1,1
"2022-03-20","NORTH",18,4,106,19,5,1,1
"2022-03-21","NORTH",17,4,95,18,5,1,1
"2022-03-22","NORTH",18,4,91,20,5,2,1
"2022-03-23","NORTH",13,5,93,14,6,1,1
"2022-03-24","NORTH",12,3,103,12,3,0,0
"2022-03-25","NORTH",10,4,98,11,4,1,0
"2022-03-26","NORTH",9,5,103,10,5,1,0
"2022-03-27","NORTH",12,7,109,12,7,0,0
"2022-03-28","NORTH",14,6,110,14,6,0,0
"2022-03-29","NORTH",16,8,96,16,8,0,0
"2022-03-30","NORTH",18,10,109,18,10,0,0
"2022-03-31","NORTH",20,10,104,20,10,0,0
"2022-04-01","NORTH",20,9,100,20,9,0,0
"2022-04-02","NORTH",16,9,114,16,9,0,0
"2022-04-03","NORTH",18,8,128,19,8,1,0
"2022-04-04","NORTH",21,10,123,23,10,2,0
"2022-04-05","NORTH",18,9,123,20,9,2,0
"2022-04-06","NORTH",17,6,125,17,6,0,0
"2022-04-07","NORTH",19,5,115,19,5,0,0
"2022-04-08","NORTH",16,8,124,17,8,1,0
"2022-04-09","NORTH",13,6,140,13,6,0,0
"2022-04-10","NORTH",13,6,140,13,6,0,0
"2022-04-11","NORTH",17,4,143,17,4,0,0
"2022-04-12","NORTH",19,8,137,19,8,0,0
"2022-04-13","NORTH",14,5,156,14,5,0,0
"2022-04-14","NORTH",14,3,162,14,3,0,0
"2022-04-15","NORTH",16,4,153,16,4,0,0
"2022-04-16","NORTH",17,2,153,17,2,0,0
"2022-04-17","NORTH",17,3,156,17,3,0,0
"2022-04-18","NORTH",18,3,173,18,3,0,0
"2022-04-19","NORTH",21,3,154,21,3,0,0
"2022-04-20","NORTH",19,2,137,19,2,0,0
"2022-04-21","NORTH",19,2,161,19,2,0,0
"2022-04-22","NORTH",21,3,172,21,3,0,0
"2022-04-23","NORTH",23,6,175,23,6,0,0
"2022-04-24","NORTH",25,7,187,25,7,0,0
"2022-04-25","NORTH",24,5,186,24,5,0,0
"2022-04-26","NORTH",20,4,175,20,4,0,0
"2022-04-27","NORTH",22,7,183,22,7,0,0
"2022-04-28","NORTH",25,8,171,25,8,0,0
"2022-04-29","NORTH",20,8,178,20,8,0,0
"2022-04-30","NORTH",21,8,195,21,8,0,0
"2022-05-01","NORTH",25,8,197,25,8,0,0
"2022-05-02","NORTH",25,7,204,26,7,1,0
"2022-05-03","NORTH",20,8,206,20,8,0,0
"2022-05-04","NORTH",18,7,188,18,7,0,0
"2022-05-05","NORTH",17,7,201,17,7,0,0
"2022-05-06","NORTH",17,5,207,17,5,0,0
"2022-05-07","NORTH",16,6,196,17,7,1,1
"2022-05-08","NORTH",15,5,200,16,6,1,1
"2022-05-09","NORTH",15,5,192,16,6,1,1
"2022-05-10","NORTH",12,5,193,13,6,1,1
"2022-05-11","NORTH",12,3,175,13,4,1,1
"2022-05-12","NORTH",14,4,165,15,4,1,0
"2022-05-13","NORTH",13,4,146,14,4,1,0
"2022-05-14","NORTH",11,3,156,12,3,1,0
"2022-05-15","NORTH",14,3,145,15,3,1,0
"2022-05-16","NORTH",15,4,145,16,4,1,0
"2022-05-17","NORTH",11,2,132,12,3,1,1
"2022-05-18","NORTH",11,3,125,11,3,0,0
"2022-05-19","NORTH",13,5,123,13,5,0,0
"2022-05-20","NORTH",14,5,111,14,5,0,0
"2022-05-21","NORTH",12,4,121,12,4,0,0
"2022-05-22","NORTH",11,3,121,11,3,0,0
"2022-05-23","NORTH",10,3,113,11,3,1,0
"2022-05-24","NORTH",13,2,118,15,2,2,0
"2022-05-25","NORTH",13,4,108,14,4,1,0
"2022-05-26","NORTH",13,4,106,13,5,0,1
"2022-05-27","NORTH",10,3,85,10,3,0,0
"2022-05-28","NORTH",9,2,93,10,2,1,0
"2022-05-29","NORTH",11,3,87,12,3,1,0
"2022-05-30","NORTH",11,4,68,12,4,1,0
"2022-05-31","NORTH",7,4,71,10,4,3,0
"2022-06-01","NORTH",7,4,63,8,4,1,0
"2022-06-02","NORTH",10,4,68,11,4,1,0
"2022-06-03","NORTH",9,2,65,9,2,0,0
"2022-06-04","NORTH",9,1,70,9,1,0,0
"2022-06-05","NORTH",9,1,74,10,2,1,1
"2022-06-06","NORTH",7,1,74,8,2,1,1
"2022-06-07","NORTH",8,2,76,9,2,1,0
"2022-06-08","NORTH",9,3,77,10,3,1,0
"2022-06-09","NORTH",9,3,82,10,3,1,0
"2022-06-10","NORTH",9,1,82,10,1,1,0
"2022-06-11","NORTH",11,1,86,11,1,0,0
"2022-06-12","NORTH",10,2,84,10,2,0,0
"2022-06-13","NORTH",10,2,86,10,2,0,0
"2022-06-14","NORTH",11,1,80,12,1,1,0
"2022-06-15","NORTH",10,2,70,11,2,1,0
"2022-06-16","NORTH",9,0,69,10,0,1,0
"2022-06-17","NORTH",8,0,57,8,0,0,0
"2022-06-18","NORTH",8,1,64,8,1,0,0
"2022-06-19","NORTH",9,1,70,9,1,0,0
"2022-06-20","NORTH",11,2,68,11,2,0,0
"2022-06-21","NORTH",9,2,67,9,2,0,0
"2022-06-22","NORTH",12,5,63,12,5,0,0
"2022-06-23","NORTH",12,4,63,13,4,1,0
"2022-06-24","NORTH",9,4,59,10,4,1,0
"2022-06-25","NORTH",9,4,54,9,4,0,0
"2022-06-26","NORTH",8,2,53,8,2,0,0
"2022-06-27","NORTH",6,1,52,7,1,1,0
"2022-06-28","NORTH",6,2,55,6,2,0,0
"2022-06-29","NORTH",7,2,56,7,2,0,0
"2022-06-30","NORTH",11,4,32,11,4,0,0
"2022-07-01","NORTH",12,3,49,12,3,0,0
"2022-07-02","NORTH",12,2,50,12,2,0,0
"2022-07-03","NORTH",11,1,61,11,1,0,0
"2022-07-04","NORTH",11,2,60,11,2,0,0
"2022-07-05","NORTH",10,2,62,10,2,0,0
"2022-07-06","NORTH",10,3,65,10,3,0,0
"2022-07-07","NORTH",8,2,62,9,3,1,1
"2022-07-08","NORTH",10,3,63,11,3,1,0
"2022-07-09","NORTH",10,2,65,11,2,1,0
"2022-07-10","NORTH",10,2,73,11,2,1,0
"2022-07-11","NORTH",8,2,73,8,2,0,0
"2022-07-12","NORTH",10,3,81,10,3,0,0
"2022-07-13","NORTH",8,3,83,8,3,0,0
"2022-07-14","NORTH",9,3,99,9,3,0,0
"2022-07-15","NORTH",8,1,83,8,1,0,0
"2022-07-16","NORTH",9,2,86,9,2,0,0
"2022-07-17","NORTH",9,2,84,9,2,0,0
"2022-07-18","NORTH",12,2,103,12,2,0,0
"2022-07-19","NORTH",10,2,88,10,2,0,0
"2022-07-20","NORTH",9,2,117,9,2,0,0
"2022-07-21","NORTH",9,2,109,9,2,0,0
"2022-07-22","NORTH",10,2,131,10,2,0,0
"2022-07-23","NORTH",13,2,132,13,2,0,0
"2022-07-24","NORTH",13,1,121,13,1,0,0
"2022-07-25","NORTH",14,1,102,14,1,0,0
"2022-07-26","NORTH",15,3,98,15,3,0,0
"2022-07-27","NORTH",13,3,141,13,3,0,0
"2022-07-28","NORTH",12,3,97,13,4,1,1
"2022-07-29","NORTH",12,3,123,13,4,1,1
"2022-07-30","NORTH",13,4,130,14,5,1,1
"2022-07-31","NORTH",13,3,140,14,4,1,1
"2022-08-01","NORTH",12,3,130,13,4,1,1
"2022-08-02","NORTH",13,4,132,14,5,1,1
"2022-08-03","NORTH",11,4,93,12,5,1,1
"2022-08-04","NORTH",12,3,121,13,4,1,1
"2022-08-05","NORTH",10,3,113,11,4,1,1
"2022-08-06","NORTH",10,4,113,11,5,1,1
"2022-08-07","NORTH",9,4,81,10,5,1,1
"2022-08-08","NORTH",10,4,108,10,4,0,0
"2022-08-09","NORTH",7,3,108,7,3,0,0
"2022-08-10","NORTH",7,3,102,7,3,0,0
"2022-08-11","NORTH",8,3,86,8,3,0,0
"2022-08-12","NORTH",9,3,82,9,3,0,0
"2022-08-13","NORTH",9,3,87,9,3,0,0
"2022-08-14","NORTH",11,3,96,11,3,0,0
"2022-08-15","NORTH",8,2,93,8,2,0,0
"2022-08-16","NORTH",9,2,71,9,2,0,0
"2022-08-17","NORTH",9,1,104,9,1,0,0
"2022-08-18","NORTH",12,2,99,13,2,1,0
"2022-08-19","NORTH",13,2,104,14,2,1,0
"2022-08-20","NORTH",11,3,115,12,3,1,0
"2022-08-21","NORTH",11,2,115,12,2,1,0
"2022-08-22","NORTH",12,3,122,13,3,1,0
"2022-08-23","NORTH",10,4,135,11,4,1,0
"2022-08-24","NORTH",13,3,133,13,3,0,0
"2022-08-25","NORTH",12,3,110,13,3,1,0
"2022-08-26","NORTH",9,3,129,10,3,1,0
"2022-08-27","NORTH",9,2,141,9,2,0,0
"2022-08-28","NORTH",10,2,142,11,2,1,0
"2022-08-29","NORTH",9,2,137,9,2,0,0
"2022-08-30","NORTH",9,2,137,9,2,0,0
"2022-08-31","NORTH",7,3,132,7,3,0,0
"2022-09-01","NORTH",8,3,141,8,3,0,0
"2022-09-02","NORTH",7,1,143,7,1,0,0
"2022-09-03","NORTH",9,2,156,9,2,0,0
"2022-09-04","NORTH",8,2,155,8,2,0,0
"2022-09-05","NORTH",9,3,133,9,3,0,0
"2022-09-06","NORTH",7,3,170,7,3,0,0
"2022-09-07","NORTH",8,2,179,8,2,0,0
"2022-09-08","NORTH",7,2,165,7,2,0,0
"2022-09-09","NORTH",7,2,154,7,2,0,0
"2022-09-10","NORTH",7,1,150,7,1,0,0
"2022-09-11","NORTH",7,1,123,7,1,0,0
"2022-09-12","NORTH",6,1,113,6,1,0,0
"2022-09-13","NORTH",9,0,100,9,0,0,0
"2022-09-14","NORTH",8,1,125,8,1,0,0
"2022-09-15","NORTH",10,0,124,10,0,0,0
"2022-09-16","NORTH",6,0,115,6,0,0,0
"2022-09-17","NORTH",7,0,111,8,0,1,0
"2022-09-18","NORTH",7,0,91,8,1,1,1
"2022-09-19","NORTH",8,1,104,9,1,1,0
"2022-09-20","NORTH",8,1,85,9,1,1,0
"2022-09-21","NORTH",6,1,117,7,1,1,0
"2022-09-22","NORTH",7,0,91,8,0,1,0
"2022-09-23","NORTH",7,0,156,8,0,1,0
"2022-09-24","NORTH",9,0,138,11,0,2,0
"2022-09-25","NORTH",9,1,106,11,1,2,0
"2022-09-26","NORTH",12,2,145,13,2,1,0
"2022-09-27","NORTH",8,2,146,9,2,1,0
"2022-09-28","NORTH",6,1,162,7,1,1,0
"2022-09-29","NORTH",7,1,168,8,1,1,0
"2022-09-30","NORTH",6,0,142,7,0,1,0
"2022-10-01","NORTH",6,1,170,7,1,1,0
"2022-10-02","NORTH",7,0,184,8,0,1,0
"2022-10-03","NORTH",7,0,204,7,0,0,0
"2022-10-04","NORTH",6,0,205,6,0,0,0
"2022-10-05","NORTH",6,0,212,6,0,0,0
"2022-10-06","NORTH",6,0,207,6,0,0,0
"2022-10-07","NORTH",5,0,194,5,0,0,0
"2022-10-08","NORTH",4,0,202,4,0,0,0
"2022-10-09","NORTH",6,3,205,6,3,0,0
"2022-10-10","NORTH",7,3,215,7,3,0,0
"2022-10-11","NORTH",8,3,212,8,3,0,0
"2022-10-12","NORTH",10,4,209,10,4,0,0
"2022-10-13","NORTH",11,3,197,11,3,0,0
"2022-10-14","NORTH",11,4,209,11,4,0,0
"2022-10-15","NORTH",11,4,224,11,4,0,0
"2022-10-16","NORTH",14,4,241,15,4,1,0
"2022-10-17","NORTH",13,4,204,14,4,1,0
"2022-10-18","NORTH",9,3,223,10,3,1,0
"2022-10-19","NORTH",7,2,188,8,2,1,0
"2022-10-20","NORTH",6,2,211,7,2,1,0
"2022-10-21","NORTH",7,2,207,7,2,0,0
"2022-10-22","NORTH",8,1,199,8,1,0,0
"2022-10-23","NORTH",9,1,216,9,1,0,0
"2022-10-24","NORTH",12,2,204,12,2,0,0
"2022-10-25","NORTH",12,3,183,12,3,0,0
"2022-10-26","NORTH",11,2,173,11,2,0,0
"2022-10-27","NORTH",11,2,174,11,2,0,0
"2022-10-28","NORTH",11,0,165,11,0,0,0
"2022-10-29","NORTH",11,1,173,11,1,0,0
"2022-10-30","NORTH",13,1,169,13,1,0,0
"2022-10-31","NORTH",12,4,134,12,4,0,0
"2022-11-01","NORTH",13,3,141,13,3,0,0
"2022-11-02","NORTH",13,3,129,13,3,0,0
"2022-11-03","NORTH",12,3,130,12,3,0,0
"2022-11-04","NORTH",9,3,118,9,3,0,0
"2022-11-05","NORTH",8,3,139,8,3,0,0
"2022-11-06","NORTH",8,3,146,8,3,0,0
"2022-11-07","NORTH",8,3,141,9,3,1,0
"2022-11-08","NORTH",10,4,125,11,4,1,0
"2022-11-09","NORTH",11,4,121,11,4,0,0
"2022-11-10","NORTH",8,3,113,8,3,0,0
"2022-11-11","NORTH",7,2,122,7,2,0,0
"2022-11-12","NORTH",6,4,123,6,4,0,0
"2022-11-13","NORTH",6,3,110,6,3,0,0
"2022-11-14","NORTH",8,5,88,8,5,0,0
"2022-11-15","NORTH",8,3,117,8,3,0,0
"2022-11-16","NORTH",9,4,112,9,4,0,0
"2022-11-17","NORTH",10,6,119,10,6,0,0
"2022-11-18","NORTH",11,5,107,11,5,0,0
"2022-11-19","NORTH",10,5,122,10,5,0,0
"2022-11-20","NORTH",11,6,122,11,6,0,0
"2022-11-21","NORTH",11,5,105,11,5,0,0
"2022-11-22","NORTH",11,4,106,13,4,2,0
"2022-11-23","NORTH",9,4,106,11,4,2,0
"2022-11-24","NORTH",9,4,103,11,4,2,0
"2022-11-25","NORTH",9,4,100,9,4,0,0
"2022-11-26","NORTH",10,4,101,10,4,0,0
"2022-11-27","NORTH",11,4,104,11,4,0,0
"2022-11-28","NORTH",11,5,90,11,5,0,0
"2022-11-29","NORTH",11,4,91,11,4,0,0
"2022-11-30","NORTH",8,3,83,8,3,0,0
"2022-12-01","NORTH",9,3,81,9,3,0,0
"2022-12-02","NORTH",9,3,72,9,3,0,0
"2022-12-03","NORTH",9,4,74,9,4,0,0
"2022-12-04","NORTH",8,3,82,8,3,0,0
"2022-12-05","NORTH",9,2,86,9,2,0,0
"2022-12-06","NORTH",10,4,37,10,4,0,0
"2022-12-07","NORTH",10,3,68,13,3,3,0
"2022-12-08","NORTH",10,3,58,12,3,2,0
"2022-12-09","NORTH",9,2,52,11,2,2,0
"2022-12-10","NORTH",9,2,53,11,2,2,0
"2022-12-11","NORTH",9,1,72,10,1,1,0
"2022-12-12","NORTH",10,1,62,11,1,1,0
"2022-12-13","NORTH",10,1,87,11,1,1,0
"2022-12-14","NORTH",9,3,88,10,3,1,0
"2022-12-15","NORTH",9,3,84,9,3,0,0
"2022-12-16","NORTH",8,2,94,8,2,0,0
"2022-12-17","NORTH",8,3,89,9,3,1,0
"2022-12-18","NORTH",9,3,71,10,3,1,0
"2022-12-19","NORTH",11,2,117,12,2,1,0
"2022-12-20","NORTH",12,4,94,13,4,1,0
"2022-12-21","NORTH",10,2,102,11,2,1,0
"2022-12-22","NORTH",8,2,66,9,2,1,0
"2022-12-23","NORTH",9,3,105,10,3,1,0
"2022-12-24","NORTH",8,2,104,10,2,2,0
"2022-12-25","NORTH",7,2,100,8,2,1,0
"2022-12-26","NORTH",6,2,102,7,2,1,0
"2022-12-27","NORTH",8,2,57,9,2,1,0
"2022-12-28","NORTH",7,2,58,8,2,1,0
"2022-12-29","NORTH",9,1,102,10,1,1,0
"2022-12-30","NORTH",10,2,94,11,2,1,0
"2022-12-31","NORTH",11,1,101,12,1,1,0
"2023-01-01","NORTH",13,1,112,14,1,1,0
"2023-01-02","NORTH",11,1,84,14,1,3,0
"2023-01-03","NORTH",11,1,83,14,1,3,0
"2023-01-04","NORTH",11,1,87,12,1,1,0
"2023-01-05","NORTH",10,0,95,11,0,1,0
"2023-01-06","NORTH",12,1,122,13,1,1,0
"2023-01-07","NORTH",11,2,130,11,2,0,0
"2023-01-08","NORTH",13,3,134,13,3,0,0
"2023-01-09","NORTH",8,3,127,8,3,0,0
"2023-01-10","NORTH",5,1,133,5,1,0,0
"2023-01-11","NORTH",3,1,131,3,1,0,0
"2023-01-12","NORTH",4,2,101,4,2,0,0
"2023-01-13","NORTH",7,2,126,7,2,0,0
"2023-01-14","NORTH",9,3,137,9,3,0,0
"2023-01-15","NORTH",8,2,136,8,2,0,0
"2023-01-16","NORTH",7,3,125,7,3,0,0
"2023-01-17","NORTH",3,1,116,3,1,0,0
"2023-01-18","NORTH",3,1,102,3,1,0,0
"2023-01-19","NORTH",3,1,97,4,1,1,0
"2023-01-20","NORTH",4,1,95,5,1,1,0
"2023-01-21","NORTH",5,1,100,6,1,1,0
"2023-01-22","NORTH",5,1,103,5,1,0,0
"2023-01-23","NORTH",7,1,105,7,1,0,0
"2023-01-24","NORTH",9,2,97,9,2,0,0
"2023-01-25","NORTH",8,2,76,8,2,0,0
"2023-01-26","NORTH",8,3,97,9,3,1,0
"2023-01-27","NORTH",7,2,93,8,2,1,0
"2023-01-28","NORTH",8,2,87,9,2,1,0
"2023-01-29","NORTH",9,2,106,10,2,1,0
"2023-01-30","NORTH",7,2,104,8,2,1,0
"2023-01-31","NORTH",8,1,112,8,1,0,0
"2023-02-01","NORTH",6,2,105,7,2,1,0
"2023-02-02","NORTH",7,4,104,8,4,1,0
"2023-02-03","NORTH",7,3,64,8,3,1,0
"2023-02-04","NORTH",6,3,87,7,3,1,0
"2023-02-05","NORTH",7,4,95,8,4,1,0
"2023-02-06","NORTH",7,1,103,7,1,0,0
"2023-02-07","NORTH",7,1,103,7,1,0,0
"2023-02-08","NORTH",7,1,92,8,1,1,0
"2023-02-09","NORTH",7,1,107,7,1,0,0
"2023-02-10","NORTH",5,1,95,5,1,0,0
"2023-02-11","NORTH",5,1,90,5,1,0,0
"2023-02-12","NORTH",5,1,95,5,1,0,0
"2023-02-13","NORTH",3,1,108,3,1,0,0
"2023-02-14","NORTH",4,1,113,4,1,0,0
"2023-02-15","NORTH",5,1,100,5,1,0,0
"2023-02-16","NORTH",6,2,98,7,2,1,0
"2023-02-17","NORTH",4,1,84,5,1,1,0
"2023-02-18","NORTH",7,1,91,8,1,1,0
"2023-02-19","NORTH",7,1,93,8,1,1,0
"2023-02-20","NORTH",7,1,95,8,1,1,0
"2023-02-21","NORTH",7,1,106,7,1,0,0
"2023-02-22","NORTH",4,0,104,4,0,0,0
"2023-02-23","NORTH",6,0,111,6,0,0,0
"2023-02-24","NORTH",8,1,103,8,1,0,0
"2023-02-25","NORTH",7,1,101,7,1,0,0
"2023-02-26","NORTH",6,1,95,7,1,1,0
"2023-02-27","NORTH",9,2,108,10,2,1,0
"2023-02-28","NORTH",9,3,104,9,3,0,0
"2023-03-01","NORTH",9,2,115,9,2,0,0
"2023-03-02","NORTH",10,0,109,10,0,0,0
"2023-03-03","NORTH",9,1,81,9,1,0,0
"2023-03-04","NORTH",8,1,104,8,1,0,0
"2023-03-05","NORTH",8,1,104,8,1,0,0
"2023-03-06","NORTH",6,0,92,6,0,0,0
"2023-03-07","NORTH",5,0,81,5,0,0,0
"2023-03-08","NORTH",5,1,87,5,1,0,0
"2023-03-09","NORTH",4,1,86,5,1,1,0
"2023-03-10","NORTH",5,1,67,6,1,1,0
"2023-03-11","NORTH",3,1,72,4,1,1,0
"2023-03-12","NORTH",3,1,62,4,1,1,0
"2023-03-13","NORTH",4,1,79,5,1,1,0
"2023-03-14","NORTH",6,1,73,7,1,1,0
"2023-03-15","NORTH",7,1,78,8,1,1,0
"2023-03-16","NORTH",7,0,75,7,0,0,0
"2023-03-17","NORTH",6,3,69,6,3,0,0
"2023-03-18","NORTH",5,1,69,5,1,0,0
"2023-03-19","NORTH",6,1,75,6,1,0,0
"2023-03-20","NORTH",7,3,68,7,3,0,0
"2023-03-21","NORTH",6,2,83,6,2,0,0
"2023-03-22","NORTH",5,2,71,5,2,0,0
"2023-03-23","NORTH",6,2,66,6,2,0,0
"2023-03-24","NORTH",6,3,61,6,3,0,0
"2023-03-25","NORTH",6,3,61,7,3,1,0
"2023-03-26","NORTH",5,3,55,6,3,1,0
"2023-03-27","NORTH",5,3,64,6,3,1,0
"2023-03-28","NORTH",6,3,60,6,3,0,0
"2023-03-29","NORTH",8,3,66,8,3,0,0
"2023-03-30","NORTH",8,3,67,8,3,0,0
"2023-03-31","NORTH",10,2,38,10,2,0,0
"2023-04-01","NORTH",7,1,38,7,1,0,0
"2023-04-02","NORTH",7,1,66,7,1,0,0
