"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2022-09-02","TORONTO",10,1,89,15,3,5,2
"2022-09-03","TORONTO",10,0,85,15,1,5,1
"2022-09-04","TORONTO",12,2,90,17,4,5,2
"2022-09-05","TORONTO",12,2,100,17,4,5,2
"2022-09-06","TORONTO",13,3,114,18,5,5,2
"2022-09-07","TORONTO",11,3,116,15,5,4,2
"2022-09-08","TORONTO",11,2,124,15,4,4,2
"2022-09-09","TORONTO",10,4,121,15,6,5,2
"2022-09-10","TORONTO",10,4,117,14,7,4,3
"2022-09-11","TORONTO",12,5,119,16,7,4,2
"2022-09-12","TORONTO",10,2,115,13,4,3,2
"2022-09-13","TORONTO",8,3,120,12,6,4,3
"2022-09-14","TORONTO",6,3,112,11,5,5,2
"2022-09-15","TORONTO",7,3,111,13,5,6,2
"2022-09-16","TORONTO",9,3,103,15,6,6,3
"2022-09-17","TORONTO",9,3,102,15,5,6,2
"2022-09-18","TORONTO",9,4,128,14,6,5,2
"2022-09-19","TORONTO",9,4,116,14,6,5,2
"2022-09-20","TORONTO",6,4,121,11,5,5,1
"2022-09-21","TORONTO",5,4,125,10,6,5,2
"2022-09-22","TORONTO",6,2,125,12,4,6,2
"2022-09-23","TORONTO",5,1,109,11,4,6,3
"2022-09-24","TORONTO",4,1,122,10,4,6,3
"2022-09-25","TORONTO",4,0,129,11,3,7,3
"2022-09-26","TORONTO",3,0,130,10,2,7,2
"2022-09-27","TORONTO",3,0,135,10,3,7,3
"2022-09-28","TORONTO",4,1,130,12,4,8,3
"2022-09-29","TORONTO",5,2,118,13,5,8,3
"2022-09-30","TORONTO",4,2,118,11,4,7,2
"2022-10-01","TORONTO",6,3,120,12,5,6,2
"2022-10-02","TORONTO",9,2,113,14,3,5,1
"2022-10-03","TORONTO",9,4,116,12,4,3,0
"2022-10-04","TORONTO",12,3,131,15,3,3,0
"2022-10-05","TORONTO",8,4,128,10,4,2,0
"2022-10-06","TORONTO",9,4,133,11,4,2,0
"2022-10-07","TORONTO",11,5,131,13,5,2,0
"2022-10-08","TORONTO",12,7,140,13,7,1,0
"2022-10-09","TORONTO",10,7,139,11,7,1,0
"2022-10-10","TORONTO",12,6,141,14,6,2,0
"2022-10-11","TORONTO",12,5,166,14,6,2,1
"2022-10-12","TORONTO",15,5,172,17,6,2,1
"2022-10-13","TORONTO",13,3,178,15,3,2,0
"2022-10-14","TORONTO",15,3,179,17,4,2,1
"2022-10-15","TORONTO",10,3,173,12,4,2,1
"2022-10-16","TORONTO",12,5,192,14,6,2,1
"2022-10-17","TORONTO",11,5,197,13,6,2,1
"2022-10-18","TORONTO",8,5,192,10,5,2,0
"2022-10-19","TORONTO",10,7,197,12,7,2,0
"2022-10-20","TORONTO",9,6,193,11,6,2,0
"2022-10-21","TORONTO",8,4,193,9,4,1,0
"2022-10-22","TORONTO",8,4,193,10,4,2,0
"2022-10-23","TORONTO",8,3,209,11,3,3,0
"2022-10-24","TORONTO",9,3,200,12,3,3,0
"2022-10-25","TORONTO",11,3,216,11,3,0,0
"2022-10-26","TORONTO",9,5,218,10,5,1,0
"2022-10-27","TORONTO",9,3,227,10,3,1,0
"2022-10-28","TORONTO",8,3,222,10,3,2,0
"2022-10-29","TORONTO",8,2,229,11,2,3,0
"2022-10-30","TORONTO",10,3,259,13,3,3,0
"2022-10-31","TORONTO",10,4,243,13,4,3,0
"2022-11-01","TORONTO",10,5,265,13,5,3,0
"2022-11-02","TORONTO",10,4,258,12,4,2,0
"2022-11-03","TORONTO",7,3,246,11,3,4,0
"2022-11-04","TORONTO",11,5,232,15,6,4,1
"2022-11-05","TORONTO",10,3,226,14,4,4,1
"2022-11-06","TORONTO",12,5,226,15,6,3,1
"2022-11-07","TORONTO",9,3,211,11,4,2,1
"2022-11-08","TORONTO",8,4,217,10,5,2,1
"2022-11-09","TORONTO",10,4,205,13,6,3,2
"2022-11-10","TORONTO",12,5,207,15,7,3,2
"2022-11-11","TORONTO",15,4,187,17,5,2,1
"2022-11-12","TORONTO",16,4,193,18,5,2,1
"2022-11-13","TORONTO",16,7,198,18,8,2,1
"2022-11-14","TORONTO",14,8,194,16,9,2,1
"2022-11-15","TORONTO",16,6,190,19,7,3,1
"2022-11-16","TORONTO",11,6,181,14,7,3,1
"2022-11-17","TORONTO",11,3,152,11,3,0,0
"2022-11-18","TORONTO",10,2,154,11,3,1,1
"2022-11-19","TORONTO",9,1,147,10,2,1,1
"2022-11-20","TORONTO",9,0,163,9,0,0,0
"2022-11-21","TORONTO",9,1,142,10,1,1,0
"2022-11-22","TORONTO",9,1,140,12,1,3,0
"2022-11-23","TORONTO",8,3,183,11,4,3,1
"2022-11-24","TORONTO",8,3,185,11,3,3,0
"2022-11-25","TORONTO",5,2,209,9,3,4,1
"2022-11-26","TORONTO",6,2,223,10,2,4,0
"2022-11-27","TORONTO",6,2,195,9,2,3,0
"2022-11-28","TORONTO",7,2,249,10,2,3,0
"2022-11-29","TORONTO",8,3,266,11,3,3,0
"2022-11-30","TORONTO",6,2,270,9,2,3,0
"2022-12-01","TORONTO",5,0,273,8,0,3,0
"2022-12-02","TORONTO",6,0,260,11,2,5,2
"2022-12-03","TORONTO",7,1,269,12,3,5,2
"2022-12-04","TORONTO",9,2,263,14,4,5,2
"2022-12-05","TORONTO",7,5,245,13,6,6,1
"2022-12-06","TORONTO",12,7,253,18,8,6,1
"2022-12-07","TORONTO",12,7,241,18,8,6,1
"2022-12-08","TORONTO",13,6,236,19,7,6,1
"2022-12-09","TORONTO",12,6,234,16,7,4,1
"2022-12-10","TORONTO",9,4,231,13,5,4,1
"2022-12-11","TORONTO",11,6,230,15,7,4,1
"2022-12-12","TORONTO",12,5,229,16,6,4,1
"2022-12-13","TORONTO",12,6,240,17,7,5,1
"2022-12-14","TORONTO",14,6,248,19,8,5,2
"2022-12-15","TORONTO",15,7,192,19,9,4,2
"2022-12-16","TORONTO",18,9,181,22,11,4,2
"2022-12-17","TORONTO",16,7,194,21,9,5,2
"2022-12-18","TORONTO",17,8,210,22,9,5,1
"2022-12-19","TORONTO",13,5,212,16,6,3,1
"2022-12-20","TORONTO",12,5,217,16,6,4,1
"2022-12-21","TORONTO",12,7,209,15,8,3,1
"2022-12-22","TORONTO",9,7,200,12,8,3,1
"2022-12-23","TORONTO",7,5,206,9,6,2,1
"2022-12-24","TORONTO",8,4,204,10,5,2,1
"2022-12-25","TORONTO",9,5,212,11,6,2,1
"2022-12-26","TORONTO",7,3,208,10,5,3,2
"2022-12-27","TORONTO",9,5,203,11,6,2,1
"2022-12-28","TORONTO",8,5,211,10,5,2,0
"2022-12-29","TORONTO",11,5,217,15,5,4,0
"2022-12-30","TORONTO",16,7,213,20,7,4,0
"2022-12-31","TORONTO",15,8,222,19,9,4,1
"2023-01-01","TORONTO",14,6,258,19,7,5,1
"2023-01-02","TORONTO",15,5,279,20,7,5,2
"2023-01-03","TORONTO",15,5,280,20,7,5,2
"2023-01-04","TORONTO",12,4,281,17,6,5,2
"2023-01-05","TORONTO",14,7,273,18,9,4,2
"2023-01-06","TORONTO",11,5,271,14,6,3,1
"2023-01-07","TORONTO",12,5,270,16,6,4,1
"2023-01-08","TORONTO",14,5,301,18,6,4,1
"2023-01-09","TORONTO",15,4,283,19,4,4,0
"2023-01-10","TORONTO",13,3,274,15,3,2,0
"2023-01-11","TORONTO",12,0,271,14,0,2,0
"2023-01-12","TORONTO",12,2,248,14,2,2,0
"2023-01-13","TORONTO",8,2,244,10,2,2,0
"2023-01-14","TORONTO",7,3,239,9,3,2,0
"2023-01-15","TORONTO",7,3,230,9,3,2,0
"2023-01-16","TORONTO",9,2,205,11,2,2,0
"2023-01-17","TORONTO",9,3,195,11,3,2,0
"2023-01-18","TORONTO",9,4,187,12,5,3,1
"2023-01-19","TORONTO",7,4,190,9,5,2,1
"2023-01-20","TORONTO",8,5,167,10,6,2,1
"2023-01-21","TORONTO",8,3,171,10,3,2,0
"2023-01-22","TORONTO",9,3,185,11,3,2,0
"2023-01-23","TORONTO",7,4,174,10,4,3,0
"2023-01-24","TORONTO",10,4,170,12,4,2,0
"2023-01-25","TORONTO",10,4,171,12,4,2,0
"2023-01-26","TORONTO",8,4,171,12,4,4,0
"2023-01-27","TORONTO",8,5,165,11,5,3,0
"2023-01-28","TORONTO",8,3,156,11,3,3,0
"2023-01-29","TORONTO",8,2,159,10,2,2,0
"2023-01-30","TORONTO",8,2,155,10,2,2,0
"2023-01-31","TORONTO",8,2,147,9,2,1,0
"2023-02-01","TORONTO",8,1,142,8,1,0,0
"2023-02-02","TORONTO",8,2,140,9,2,1,0
"2023-02-03","TORONTO",10,3,144,10,3,0,0
"2023-02-04","TORONTO",9,3,142,9,3,0,0
"2023-02-05","TORONTO",9,1,142,9,1,0,0
"2023-02-06","TORONTO",8,0,139,9,0,1,0
"2023-02-07","TORONTO",9,1,122,10,2,1,1
"2023-02-08","TORONTO",5,1,116,7,2,2,1
"2023-02-09","TORONTO",6,1,117,7,1,1,0
"2023-02-10","TORONTO",4,2,109,5,3,1,1
"2023-02-11","TORONTO",5,3,114,7,3,2,0
"2023-02-12","TORONTO",6,3,115,8,3,2,0
"2023-02-13","TORONTO",5,3,114,7,3,2,0
"2023-02-14","TORONTO",5,2,101,7,4,2,2
"2023-02-15","TORONTO",5,2,104,10,5,5,3
"2023-02-16","TORONTO",4,2,99,9,4,5,2
"2023-02-17","TORONTO",4,2,99,9,5,5,3
"2023-02-18","TORONTO",5,3,106,8,4,3,1
"2023-02-19","TORONTO",6,3,87,9,4,3,1
"2023-02-20","TORONTO",7,4,96,10,4,3,0
"2023-02-21","TORONTO",8,3,97,12,3,4,0
"2023-02-22","TORONTO",8,4,100,12,4,4,0
"2023-02-23","TORONTO",6,4,106,10,4,4,0
"2023-02-24","TORONTO",7,2,99,10,2,3,0
"2023-02-25","TORONTO",7,2,103,9,2,2,0
"2023-02-26","TORONTO",8,2,110,11,2,3,0
"2023-02-27","TORONTO",8,1,109,11,2,3,1
"2023-02-28","TORONTO",7,1,113,10,2,3,1
"2023-03-01","TORONTO",8,1,115,11,2,3,1
"2023-03-02","TORONTO",9,2,120,12,3,3,1
"2023-03-03","TORONTO",7,2,105,11,3,4,1
"2023-03-04","TORONTO",7,2,110,11,2,4,0
"2023-03-05","TORONTO",8,3,115,12,3,4,0
"2023-03-06","TORONTO",9,4,107,13,4,4,0
"2023-03-07","TORONTO",11,3,117,14,4,3,1
"2023-03-08","TORONTO",12,6,111,15,7,3,1
"2023-03-09","TORONTO",15,4,124,19,4,4,0
"2023-03-10","TORONTO",13,7,120,17,7,4,0
"2023-03-11","TORONTO",7,5,119,12,5,5,0
"2023-03-12","TORONTO",8,5,120,13,6,5,1
"2023-03-13","TORONTO",8,3,112,13,3,5,0
"2023-03-14","TORONTO",6,3,112,10,3,4,0
"2023-03-15","TORONTO",6,3,112,10,3,4,0
"2023-03-16","TORONTO",4,0,113,6,0,2,0
"2023-03-17","TORONTO",3,2,105,5,2,2,0
"2023-03-18","TORONTO",2,2,110,3,2,1,0
"2023-03-19","TORONTO",3,3,108,5,4,2,1
"2023-03-20","TORONTO",4,4,94,7,4,3,0
"2023-03-21","TORONTO",6,4,93,9,5,3,1
"2023-03-22","TORONTO",4,3,95,7,4,3,1
"2023-03-23","TORONTO",7,4,97,10,4,3,0
"2023-03-24","TORONTO",3,3,89,4,3,1,0
"2023-03-25","TORONTO",3,3,79,4,3,1,0
"2023-03-26","TORONTO",3,2,88,4,2,1,0
"2023-03-27","TORONTO",2,2,75,3,2,1,0
"2023-03-28","TORONTO",3,2,80,3,2,0,0
"2023-03-29","TORONTO",4,2,82,5,2,1,0
"2023-03-30","TORONTO",4,2,81,5,2,1,0
"2023-03-31","TORONTO",5,2,66,6,2,1,0
"2023-04-01","TORONTO",7,1,65,8,1,1,0
"2023-04-02","TORONTO",7,1,74,9,2,2,1
"2023-04-03","TORONTO",5,1,84,7,2,2,1
"2023-04-04","TORONTO",3,1,97,5,2,2,1
"2023-04-05","TORONTO",2,1,99,5,1,3,0
"2023-04-06","TORONTO",2,1,102,4,1,2,0
"2023-04-07","TORONTO",2,1,98,5,2,3,1
"2023-04-08","TORONTO",3,1,96,6,2,3,1
"2023-04-09","TORONTO",3,2,115,6,3,3,1
"2023-04-10","TORONTO",4,1,122,7,2,3,1
"2023-04-11","TORONTO",4,0,110,7,0,3,0
"2023-04-12","TORONTO",5,1,121,7,3,2,2
"2023-04-13","TORONTO",3,0,116,4,1,1,1
"2023-04-14","TORONTO",4,1,128,6,3,2,2
"2023-04-15","TORONTO",5,2,115,7,4,2,2
"2023-04-16","TORONTO",5,2,123,6,3,1,1
"2023-04-17","TORONTO",6,3,128,7,4,1,1
"2023-04-18","TORONTO",6,3,115,7,4,1,1
"2023-04-19","TORONTO",4,3,111,5,4,1,1
"2023-04-20","TORONTO",7,5,108,8,6,1,1
"2023-04-21","TORONTO",4,2,97,5,3,1,1
"2023-04-22","TORONTO",2,2,102,3,3,1,1
"2023-04-23","TORONTO",2,2,99,4,3,2,1
"2023-04-24","TORONTO",5,2,95,7,2,2,0
"2023-04-25","TORONTO",5,4,83,7,4,2,0
"2023-04-26","TORONTO",5,3,73,7,3,2,0
"2023-04-27","TORONTO",5,4,70,7,4,2,0
"2023-04-28","TORONTO",4,1,59,7,1,3,0
"2023-04-29","TORONTO",4,1,72,5,1,1,0
"2023-04-30","TORONTO",3,0,68,4,0,1,0
"2023-05-01","TORONTO",2,0,68,3,0,1,0
"2023-05-02","TORONTO",2,0,64,3,0,1,0
"2023-05-03","TORONTO",2,1,54,3,1,1,0
"2023-05-04","TORONTO",2,0,51,3,0,1,0
"2023-05-05","TORONTO",1,1,49,2,1,1,0
"2023-05-06","TORONTO",0,0,43,0,0,0,0
"2023-05-07","TORONTO",0,0,51,0,0,0,0
"2023-05-08","TORONTO",5,1,53,5,1,0,0
"2023-05-09","TORONTO",6,1,53,6,1,0,0
"2023-05-10","TORONTO",7,1,58,7,1,0,0
"2023-05-11","TORONTO",6,1,61,6,1,0,0
"2023-05-12","TORONTO",2,1,59,2,1,0,0
"2023-05-13","TORONTO",2,1,53,2,1,0,0
"2023-05-14","TORONTO",3,2,57,3,2,0,0
"2023-05-15","TORONTO",4,3,60,4,3,0,0
"2023-05-16","TORONTO",6,3,51,6,3,0,0
"2023-05-17","TORONTO",7,3,52,7,3,0,0
"2023-05-18","TORONTO",6,3,60,6,3,0,0
"2023-05-19","TORONTO",5,3,56,5,3,0,0
"2023-05-20","TORONTO",4,2,59,5,3,1,1
"2023-05-21","TORONTO",5,2,58,6,3,1,1
"2023-05-22","TORONTO",4,2,53,5,3,1,1
"2023-05-23","TORONTO",4,1,58,5,2,1,1
"2023-05-24","TORONTO",2,0,56,3,1,1,1
"2023-05-25","TORONTO",3,0,68,5,2,2,2
"2023-05-26","TORONTO",3,0,65,4,1,1,1
"2023-05-27","TORONTO",2,0,71,2,0,0,0
"2023-05-28","TORONTO",3,1,66,3,1,0,0
"2023-05-29","TORONTO",2,1,67,2,1,0,0
"2023-05-30","TORONTO",4,1,67,4,1,0,0
"2023-05-31","TORONTO",5,2,73,5,2,0,0
"2023-06-01","TORONTO",4,3,72,4,3,0,0
"2023-06-02","TORONTO",4,4,71,4,4,0,0
"2023-06-03","TORONTO",4,4,74,4,4,0,0
"2023-06-04","TORONTO",5,3,72,5,3,0,0
"2023-06-05","TORONTO",5,3,60,5,3,0,0
"2023-06-06","TORONTO",6,3,59,6,3,0,0
"2023-06-07","TORONTO",4,2,52,4,2,0,0
"2023-06-08","TORONTO",3,2,44,3,2,0,0
"2023-06-09","TORONTO",2,2,38,3,3,1,1
"2023-06-10","TORONTO",2,2,38,3,3,1,1
"2023-06-11","TORONTO",2,2,33,3,3,1,1
"2023-06-12","TORONTO",4,0,35,5,1,1,1
"2023-06-13","TORONTO",3,2,34,4,3,1,1
"2023-06-14","TORONTO",3,2,32,4,3,1,1
"2023-06-15","TORONTO",2,2,32,3,3,1,1
"2023-06-16","TORONTO",1,1,31,4,3,3,2
"2023-06-17","TORONTO",1,1,35,4,4,3,3
"2023-06-18","TORONTO",1,1,33,4,3,3,2
"2023-06-19","TORONTO",1,1,31,4,2,3,1
"2020-04-01","WEST",51,25,134,0,0,0,0
"2020-04-02","WEST",50,30,131,0,0,0,0
"2020-04-03","WEST",43,32,143,0,0,0,0
"2020-04-04","WEST",47,32,161,0,0,0,0
"2020-04-05","WEST",48,32,167,0,0,0,0
"2020-04-06","WEST",54,42,162,0,0,0,0
"2020-04-07","WEST",54,44,167,0,0,0,0
"2020-04-08","WEST",55,44,167,0,0,0,0
"2020-04-09","WEST",56,43,174,0,0,0,0
"2020-04-10","WEST",53,43,180,0,0,0,0
"2020-04-11","WEST",55,43,174,0,0,0,0
"2020-04-12","WEST",62,43,171,0,0,0,0
"2020-04-13","WEST",59,42,168,0,0,0,0
"2020-04-14","WEST",57,38,170,0,0,0,0
"2020-04-15","WEST",59,48,174,0,0,0,0
"2020-04-16","WEST",54,42,159,0,0,0,0
"2020-04-17","WEST",52,41,154,0,0,0,0
"2020-04-18","WEST",52,41,153,0,0,0,0
"2020-04-19","WEST",50,36,161,0,0,0,0
"2020-04-20","WEST",52,37,168,0,0,0,0
"2020-04-21","WEST",49,38,171,0,0,0,0
"2020-04-22","WEST",45,38,183,0,0,0,0
"2020-04-23","WEST",47,39,181,0,0,0,0
"2020-04-24","WEST",45,38,177,0,0,0,0
"2020-04-25","WEST",46,38,180,0,0,0,0
"2020-04-26","WEST",43,34,185,0,0,0,0
"2020-04-27","WEST",44,34,189,0,0,0,0
"2020-04-28","WEST",43,33,194,0,0,0,0
"2020-04-29","WEST",39,31,213,0,0,0,0
"2020-04-30","WEST",36,27,208,0,0,0,0
"2020-05-01","WEST",34,29,211,41,31,7,2
"2020-05-02","WEST",36,28,204,41,32,5,4
"2020-05-03","WEST",31,24,198,38,28,7,4
"2020-05-04","WEST",31,23,198,39,28,8,5
"2020-05-05","WEST",31,26,203,39,29,8,3
"2020-05-06","WEST",33,20,207,37,23,4,3
"2020-05-07","WEST",30,23,197,35,25,5,2
"2020-05-08","WEST",28,22,192,33,26,5,4
"2020-05-09","WEST",26,21,196,31,24,5,3
"2020-05-10","WEST",30,20,203,37,23,7,3
"2020-05-11","WEST",30,19,207,36,21,6,2
"2020-05-12","WEST",27,15,199,31,20,4,5
"2020-05-13","WEST",24,15,194,27,18,3,3
"2020-05-14","WEST",24,13,187,27,15,3,2
"2020-05-15","WEST",23,10,212,26,15,3,5
"2020-05-16","WEST",22,11,229,24,14,2,3
"2020-05-17","WEST",22,12,226,24,15,2,3
"2020-05-18","WEST",22,11,225,25,14,3,3
"2020-05-19","WEST",18,9,213,22,12,4,3
"2020-05-20","WEST",17,6,203,22,12,5,6
"2020-05-21","WEST",16,6,192,20,11,4,5
"2020-05-22","WEST",16,8,189,20,10,4,2
"2020-05-23","WEST",17,8,183,21,11,4,3
"2020-05-24","WEST",16,8,184,20,10,4,2
"2020-05-25","WEST",14,8,169,18,10,4,2
"2020-05-26","WEST",13,7,168,16,9,3,2
"2020-05-27","WEST",10,5,161,14,6,4,1
"2020-05-28","WEST",8,4,130,12,6,4,2
"2020-05-29","WEST",7,3,146,11,6,4,3
"2020-05-30","WEST",7,1,147,11,3,4,2
"2020-05-31","WEST",8,2,152,12,4,4,2
"2020-06-01","WEST",8,2,139,11,4,3,2
"2020-06-02","WEST",12,5,135,13,7,1,2
"2020-06-03","WEST",9,5,129,11,7,2,2
"2020-06-04","WEST",8,6,107,10,8,2,2
"2020-06-05","WEST",7,5,97,8,6,1,1
"2020-06-06","WEST",7,5,96,8,6,1,1
"2020-06-07","WEST",8,6,96,9,7,1,1
"2020-06-08","WEST",8,6,81,9,7,1,1
"2020-06-09","WEST",9,7,86,10,7,1,0
"2020-06-10","WEST",10,7,82,10,7,0,0
"2020-06-11","WEST",12,8,83,12,8,0,0
"2020-06-12","WEST",11,6,68,12,8,1,2
"2020-06-13","WEST",10,6,65,10,8,0,2
"2020-06-14","WEST",10,6,61,11,8,1,2
"2020-06-15","WEST",10,7,55,11,9,1,2
"2020-06-16","WEST",10,8,45,11,9,1,1
"2020-06-17","WEST",8,7,42,9,8,1,1
"2020-06-18","WEST",10,8,44,11,9,1,1
"2020-06-19","WEST",10,9,38,11,10,1,1
"2020-06-20","WEST",11,7,38,12,7,1,0
"2020-06-21","WEST",10,8,38,11,8,1,0
"2020-06-22","WEST",8,7,41,9,7,1,0
"2020-06-23","WEST",7,5,42,7,5,0,0
"2020-06-24","WEST",8,6,41,8,6,0,0
"2020-06-25","WEST",8,5,41,8,5,0,0
"2020-06-26","WEST",7,4,37,7,4,0,0
"2020-06-27","WEST",8,6,44,8,6,0,0
"2020-06-28","WEST",7,5,43,8,6,1,1
"2020-06-29","WEST",7,6,36,7,6,0,0
"2020-06-30","WEST",6,5,26,6,5,0,0
"2020-07-01","WEST",5,4,28,5,4,0,0
"2020-07-02","WEST",5,4,30,5,4,0,0
"2020-07-04","WEST",5,3,23,6,3,1,0
"2020-07-05","WEST",4,2,20,5,3,1,1
"2020-07-06","WEST",3,3,17,5,5,2,2
"2020-07-07","WEST",4,4,18,6,6,2,2
"2020-07-08","WEST",4,4,17,6,6,2,2
"2020-07-09","WEST",5,5,16,7,7,2,2
"2020-07-10","WEST",5,3,17,8,6,3,3
"2020-07-11","WEST",4,3,18,7,6,3,3
"2020-07-12","WEST",4,3,22,7,6,3,3
"2020-07-13","WEST",4,3,23,7,6,3,3
"2020-07-14","WEST",5,3,16,8,4,3,1
"2020-07-15","WEST",4,4,14,7,5,3,1
"2020-07-16","WEST",5,5,12,8,6,3,1
"2020-07-17","WEST",6,4,11,8,5,2,1
"2020-07-18","WEST",8,5,18,10,6,2,1
"2020-07-19","WEST",10,5,21,12,6,2,1
"2020-07-20","WEST",8,4,24,11,4,3,0
"2020-07-21","WEST",9,3,26,12,3,3,0
"2020-07-22","WEST",8,4,25,12,4,4,0
"2020-07-23","WEST",7,4,22,11,4,4,0
"2020-07-24","WEST",7,5,22,10,5,3,0
"2020-07-25","WEST",6,5,23,9,5,3,0
"2020-07-26","WEST",5,3,24,8,3,3,0
"2020-07-27","WEST",5,3,21,8,4,3,1
"2020-07-28","WEST",5,3,22,7,3,2,0
"2020-07-29","WEST",4,3,21,5,3,1,0
"2020-07-30","WEST",5,2,22,5,2,0,0
"2020-07-31","WEST",5,1,21,5,1,0,0
"2020-08-01","WEST",5,2,21,5,2,0,0
"2020-08-02","WEST",6,1,23,6,1,0,0
"2020-08-03","WEST",7,2,17,7,2,0,0
"2020-08-04","WEST",9,3,16,9,3,0,0
"2020-08-05","WEST",7,3,18,7,3,0,0
"2020-08-06","WEST",8,4,19,8,4,0,0
"2020-08-07","WEST",9,3,16,9,3,0,0
"2020-08-08","WEST",8,3,16,8,3,0,0
"2020-08-09","WEST",7,3,17,7,3,0,0
"2020-08-10","WEST",6,3,15,6,3,0,0
"2020-08-11","WEST",6,2,14,6,2,0,0
"2020-08-12","WEST",6,2,12,6,2,0,0
"2020-08-13","WEST",6,2,11,6,2,0,0
"2020-08-14","WEST",5,3,13,6,3,1,0
"2020-08-15","WEST",6,3,14,7,3,1,0
"2020-08-16","WEST",6,3,15,7,3,1,0
"2020-08-17","WEST",5,3,17,6,3,1,0
"2020-08-18","WEST",6,3,14,7,3,1,0
"2020-08-19","WEST",6,3,14,7,3,1,0
"2020-08-20","WEST",5,2,13,6,2,1,0
"2020-08-21","WEST",6,3,13,7,3,1,0
"2020-08-22","WEST",4,1,13,4,1,0,0
"2020-08-23","WEST",3,2,12,3,2,0,0
"2020-08-24","WEST",4,3,11,5,3,1,0
"2020-08-25","WEST",4,3,10,5,3,1,0
"2020-08-26","WEST",4,2,12,5,2,1,0
"2020-08-27","WEST",4,3,13,5,3,1,0
"2020-08-28","WEST",4,0,14,5,0,1,0
"2020-08-29","WEST",5,3,15,6,3,1,0
"2020-08-30","WEST",5,3,25,6,3,1,0
"2020-08-31","WEST",5,0,23,6,0,1,0
"2020-09-01","WEST",3,2,23,4,2,1,0
"2020-09-02","WEST",2,2,21,3,2,1,0
"2020-09-03","WEST",2,2,14,3,2,1,0
"2020-09-04","WEST",2,2,11,2,2,0,0
"2020-09-05","WEST",2,2,12,2,2,0,0
"2020-09-06","WEST",2,1,11,2,1,0,0
"2020-09-07","WEST",1,1,10,2,1,1,0
"2020-09-08","WEST",1,1,8,2,1,1,0
"2020-09-09","WEST",1,1,8,2,1,1,0
"2020-09-10","WEST",1,0,2,1,0,0,0
"2020-09-11","WEST",0,0,2,0,0,0,0
"2020-09-12","WEST",1,0,4,1,0,0,0
"2020-09-13","WEST",2,0,4,3,0,1,0
"2020-09-14","WEST",2,2,6,3,3,1,1
"2020-09-15","WEST",3,1,6,4,1,1,0
"2020-09-16","WEST",4,0,7,5,0,1,0
"2020-09-17","WEST",4,0,8,5,0,1,0
"2020-09-18","WEST",4,1,8,5,1,1,0
"2020-09-19","WEST",4,1,8,4,1,0,0
"2020-09-20","WEST",3,1,10,3,1,0,0
"2020-09-21","WEST",3,0,11,3,0,0,0
"2020-09-22","WEST",2,0,11,2,0,0,0
"2020-09-23","WEST",3,2,9,3,2,0,0
"2020-09-24","WEST",3,2,10,3,2,0,0
"2020-09-25","WEST",3,2,9,3,2,0,0
"2020-09-26","WEST",3,3,11,3,3,0,0
"2020-09-27","WEST",3,2,11,3,2,0,0
"2020-09-28","WEST",3,2,12,3,2,0,0
"2020-09-29","WEST",3,2,12,3,2,0,0
"2020-09-30","WEST",4,1,11,4,1,0,0
"2020-10-01","WEST",5,3,11,5,3,0,0
"2020-10-02","WEST",4,2,14,4,2,0,0
"2020-10-03","WEST",3,1,14,3,1,0,0
"2020-10-04","WEST",3,2,16,3,2,0,0
"2020-10-05","WEST",3,2,15,3,2,0,0
"2020-10-06","WEST",5,3,18,5,3,0,0
"2020-10-07","WEST",5,2,18,5,2,0,0
"2020-10-08","WEST",4,2,14,4,2,0,0
"2020-10-09","WEST",6,3,17,6,3,0,0
"2020-10-10","WEST",6,3,16,6,3,0,0
"2020-10-11","WEST",6,3,19,6,3,0,0
"2020-10-12","WEST",8,4,18,8,4,0,0
"2020-10-13","WEST",8,4,19,8,4,0,0
"2020-10-14","WEST",6,3,21,7,4,1,1
"2020-10-15","WEST",5,3,37,6,4,1,1
"2020-10-16","WEST",8,6,23,9,7,1,1
"2020-10-17","WEST",9,5,24,10,6,1,1
"2020-10-18","WEST",9,5,27,10,6,1,1
"2020-10-19","WEST",10,6,29,11,7,1,1
"2020-10-20","WEST",8,6,27,9,7,1,1
"2020-10-21","WEST",9,6,27,10,7,1,1
"2020-10-22","WEST",9,8,24,10,9,1,1
"2020-10-23","WEST",10,7,23,11,8,1,1
"2020-10-24","WEST",9,6,30,10,7,1,1
"2020-10-25","WEST",10,6,28,11,7,1,1
"2020-10-26","WEST",8,6,24,9,7,1,1
"2020-10-27","WEST",8,6,30,9,7,1,1
"2020-10-28","WEST",9,7,24,10,8,1,1
"2020-10-29","WEST",7,5,26,9,6,2,1
"2020-10-30","WEST",6,4,28,8,6,2,2
"2020-10-31","WEST",7,6,30,9,7,2,1
"2020-11-01","WEST",7,6,30,9,8,2,2
"2020-11-02","WEST",9,6,30,11,8,2,2
"2020-11-03","WEST",9,6,31,11,8,2,2
"2020-11-04","WEST",10,7,36,12,9,2,2
"2020-11-05","WEST",10,8,34,12,10,2,2
"2020-11-06","WEST",8,5,37,11,8,3,3
"2020-11-07","WEST",7,3,35,10,5,3,2
"2020-11-08","WEST",8,5,37,10,7,2,2
"2020-11-09","WEST",9,6,37,11,8,2,2
